Id,Comments,Label
perfect_loser,学医救不了中国人，但是写轮眼可以（滑稽）,1556
Geronimoooooo,time will tell you how much I love you,1557
我是小雪人,脑洞够大的。,1558
泠泠,"果然get不到妇联的点。。。
但视觉效果和卷福，一万个赞",1559
dianat,各种梗。终于超级英雄可以不用肌肉用脑了= =。槽点surface，doctor...女主的指甲油亮出来的时候觉得有点过。anyway 周末一乐也够啦~ 比其他superhero有趣~希望本尼可以继续呀~,1560
stany,片子是好的，就是影院3d效果太差了，看不清，还不如在家用手机看,1561
Le?on,特效喧兵夺主,1562
夜带猫,和寝室仨同学一起去龙之梦看的，特效不错。,1563
李沅芷,卷福的演技很棒，剧情稍微有点儿弱，几乎没有感情戏，结尾彩蛋是惊喜~~,1564
璐子毛,好看爆米花好吃,1565
Hugh,视觉效果爆炸，感觉dc在漫威面前简直不堪一击,1566
Ice Blast,男神片子 无条件五星,1567
HugoFung,好赞呀嗨大了,1568
Zane,什么镜面空间的效果还是很赞的,1569
ewan,特效好炫酷，卷福的博士塑造得很不错，漫威选角和制作真心大赞。,1570
keroro,好看～万花筒画风，挺酷炫的～最后打走大boss的方法也是挺醉人的～没尿点～,1571
催眠药,视觉90分；玄学/宗教教育宣传片；大师可能都有「我变秃了，也更强了」的slogan；每一个成功（？？？）人士的背后都有个懂事的伴侣；漫威大法好,1572
青木,漫威这一茬一茬羊毛割的呀，我都替羊疼！,1573
宇宙人小鬼,标志长得超像dribbble！！！故事还是可以的，虽然看到了各种dejavu。画面好难看哦，颜色吐，美术死了。拍摄也很渣，特效因此被毁了，难看！彩蛋的外星人代表，可爱?,1574
痞影人科莱昂,尽管依旧是漫威式套路化的剧情，但是，必须得说，这个特效真是太酷炫了，迄今为止漫威在特效方面玩得最嗨的一次，提前预定明年奥斯卡最佳视效奖提名,1575
youyou,看之前期待不高，不过还算是一部耐看的片子。特别喜欢古一大师的那个光头造型，卷福的幽默也是我的菜，这部片子确实有各种抄袭的嫌疑，不过抄袭基本成功，新的漫威系列又要诞生了,1576
停止的时钟动了,始终觉得奇异博士在漫威的等级体系里面应该算是战五渣之类的吧。。。那个活了几百年的古一被一刀就捅死了。。。也是醉了。。。不过魔法类型的战斗拍成电影视觉效果还是值得称赞的。,1577
虫虫,福卷好帅,1578
?s?,好看是好看，3D 效果也好，就是预告片把最大的笑点给剧透了。,1579
腐小姐,特效很棒啊，建议看宽幕3d或者4d,1580
飘飘,三维特效太棒了,1581
飞翔的茶壶,明明是拜师这么喜闻乐见的梗然而连程门立雪的诚意都没有，差评。场景很炫，想想主角这种神棍技能能表现成这样特效师确实尽力了。还是想赞一下漫威的选角，角色气质与演员气质总能融合得这么合适。其他感想无。,1582
azalea,很好看啊 笑点蛮多的  同场得一个老外旁若无人的笑的超大声 摊手?\_(ツ)_/?,1583
女魔头,为了女神去看的但是好失望，女神的演技完全不在线，说教的那一套还没轮子教有说服力。,1584
尔米,我要去买一个绿色大手环套胳膊上，谁惹我我就转了转了~~~,1585
威猛小姐。,好好看呀！,1586
Zizi在一年前,最后卷福大战拔叔戏太少不过瘾！还有与大BOSS决战（嘴炮攻击）莫名的《月光宝盒》既视感是怎么回事？4D好爽但本片不推荐给所有人，本身片子就有那种时空错乱的画面加上3D效果就已经很容易让人晕了，再加上摇摇晃晃的座椅真的是晕上加晕。但是真的很爽啊！看这种片子不就是要体验晕眩的感觉嘛！,1587
扑,我就喜欢这种套路～觉得太浅的，这只是第一部好嘛，我发现我还没有牛到可以看出剧情纰漏的地步,1588
男二总,游戏真理：SL大法好。（涉及时间和空间，拍好了视觉效果都不会差。,1589
咖啡因>1.3,已经开启只看特效的电影时代了？,1590
Tomy,可能是阿凡达之后我看过的 3D 效果最好的电影，主角竟然可以靠 S/L 大法作弊……,1591
Chris Keller,漫威单体英雄片拍的最好的一部。漫威第三世界的野心迹象随处可见！,1592
度過漫長歲月,男友么么哒,1593
dee,要是再跟我说这是漫威平均线以上水平，我以后就不看漫威了，这不是侮辱观众智商么。确实有那么一两段不错的特效，大概这就是主创吃下十斤迷幻药后发挥的正面作用吧。,1594
小奈小西,我就想说说这部电影完全没有说服力啊，故事情节一脸what！？特效倒是做得好，比盗梦空间好豪华的视觉特效。比起正片，我更喜欢彩蛋，太激动了好久没见到雷神出场咯。,1595
!,皇城pk的时候能不能严肃一点,1596
デュナン,时间石的亮相,1597
雪夜千卷,特效炫酷到飞起，不看IMAX就是糟蹋，以及古一那么帅我觉得可以抢救一下啊(o;TωT)o,1598
泽帆,香港倒放列漫威经典。,1599
Kevin.滨,"喜欢时间、法术概念的可以看看。
法术控制时间。",1600
Vik Share婉冰,特效不错，故事简单。,1601
魏知超,最近跟人说的一个冷笑话：你知道有博士学位有什么好处吗？就是你随便批块破布在肩上，你就是奇异博士了！！！,1602
帝国绝凶鼠大王,特效好，其他的一般,1603
空想特摄兔男郎,惊艳的视觉效果。3D万花筒+盗梦空间颠倒重组，然后还有致敬2001的桥段。虽然这些特效都不是本片首创的，但是基本上可以说做到极致了。剧情什么一般般啦。人物性格设定和ACG里的奇异博士还有一些不太一样。最后的无限循环西西弗斯就正好是我作品的一贯主题，个人觉得影片里表达得弱了。,1604
SeeU Mr.Van,哈哈本尼的美英说的这么顺溜，瑞秋还是这么甜~所以有时候真的觉得我们这些在低维度的生物太low啦~,1605
我不是河马,幼稚，自以为是，中二。,1606
岚色E大调,特效很牛掰，借鉴了盗梦空间的思路，还有漫威一贯的段子，斗篷很可爱。有时候我们需要学会变通，不要死守着硬性的规则不去调整,1607
白胖饺子,漫威终于有一部故事虽然依旧套路但是智商总算及格而特效表现还挺出色的正常人能看的商业娱乐电影了,1608
何求美人折,视觉效果超级好。探讨哲学与宇宙，并不深刻，看起来不累。彩蛋里的锤哥真是惊喜。,1609
H,始于开车玩手机,1610
玛琪,结尾太扯了哈哈哈哈 很多桥段像在看真人版哈尔的移动城堡,1611
井戒,视效赞到飞起，致幻high。叫Doctor的英国人注定与时空穿梭和Master纠缠。必杀技是“我用loop烦死你”,1612
Imagizz,视觉很赞 故事一般,1613
Shrekkkkk,二刷预定，感觉结尾有点快，一个死循环和耐心就搞定一个暗世界boss，但是感觉还有点道理hh，只是万一魔法阵破了可咋办哟。魔法的部分感觉酷炫，不够看！斗篷自我意识萌萌萌。第二个彩蛋是预示第二部的w，片内各种漫威梗可惜只看懂了战争机器那个…,1614
白色指尖white,空间重组+灵肉分离+无限宇宙+时空重叠+智商决定论+精神指导肉体+我高智商我任性我有颜有身材我骄傲我学得快我怀疑一切我又活学活用的人设，简直处处戳我软肋，没毛病，没一点儿毛病。,1615
Diamonds,第一次在电影院睡着哈哈哈哈，主要是感冒很累电影院很热加上时间也不早了。以及电影虽然有爆米花的香味，但是没有好吃到那种程度啦。中二的漫改风，视觉效果没有觉得任何惊艳。,1616
金元宝,不烂也不是很好,1617
一小撮人,继《蚁人》的微型世界后，漫画又创造出镜像世界和时间倒流景象，特效方面实在无可挑剔~剧情无非是把《火影》+《死神》结合后再浓缩，别以为我不知道博士最后那招叫“伊邪那美”~,1618
lovewaiter,当你凝视深渊时，深渊也在凝视你，一个瘾君子的魔法之旅,1619
Lemon,老复联那些脸庞着实让人审美疲劳了，故事套路也再变不出什么花样。好在漫威近几年推出的新人系列都不错，银河、蚁人、死侍、奇异博士，总有些小惊喜让人眼前一亮。这部在视效上真是下足了功夫，时空概念的视觉呈现相当酷炫，再加上东方玄学的宇宙观和时间观，大大满足了人们的猎奇心理。,1620
Torrilla,三星半 视效不错 但故事一般 PS: 虽然之前已经被透 但看到第一个彩蛋还是好激动,1621
分不清男女的人,没用几个法术，剧情也没啥可说，特技让人耳目一新。,1622
zykmilan,漫威比DC聪明的起码一点就是电影充满谐趣笑点，即使影片本身故事、节奏等等毛病也有，可起码娱乐性绝对够；不像目前为止的DC电影，平淡冗长还有“你妈我妈名字一样咱别打了”这种毁三观情节，怎么和M家拼……回到电影，视效盗梦空间+结局开外挂作弊，选角也都是很出彩，挺有意思。,1623
姐姐,好看,1624
巴黎草莓,是真的没有那么好看，剧情感情幼稚也正常，但笑点也太过生硬了，有一种奇特地很不漫威的感觉，卡司之间没有chemistry，太冷淡了一点,1625
长江昊七,全是套路,1626
EmmaSchnee,高智商的人就是能英音美音自如切换~,1627
兔子,有意思哈哈,1628
Nothingness,一个坚定的唯物主义者如何被洗脑重建了唯心主义的世界观。漫威、魔法、卷福、斗篷、雷神，除了片长太短，第二部什么时候才出，找不到不喜欢这部片的理由了。笑点特别多，每个反派竟然都很呆萌，Mr. Doctor用智商碾压，把反派弄得一脸懵逼，大呼人类套路深，把我放出去。,1629
安语之,视觉效果太赞了，法师、时间循环、更改物理规律等概念倒没有新的，片尾看到好多牛逼的视效公司啊，注意有两个彩蛋,1630
咕叽咕叽,反派好弱居然就这样草草结束了。当然镜像翻转世界是很酷炫。倒是古一大师看上去像反派。,1631
欲昀子切,不看IMAX你会抱憾终身！！！,1632
子非鱼,典型好莱坞叙事结构，建置，主角顺遂人生，遭遇挫折，人生困惑，迷途，导师，自我认知修复，强大，新困境，突破，神队友掉队，猪队友开外挂，主人公装备升级，逻辑能力加推断分析能力，寻找大boss技能漏洞，一招搞死大反派，剧终！,1633
冬日暖阳,视觉效果超级好，但总觉得有点怪异，这么玄之又玄的脑洞还是更适合哈利波特这种青少年演。,1634
老脸,我怎么觉得跟功夫熊猫似的呢？反派描述不够丰富，显得弱了。,1635
?_?,论奇观性已经完胜了，剧情深度没必要太在意，虽然对漫威式的笑点已经接近免疫但这一部还是笑了很多次,1636
烟霏云敛,斗篷是护主小能手啊,1637
爱因撕坦,带嘲讽的恐惧战马,1638
Vee.,好久没进电影院，也好久没看这种无脑超级英雄片，结果居然很惊喜。最喜欢里面有点哲学思维的教义，silence your ego，是你的骄傲让你和伟大无缘——所以放弃你的自我，才能得到更大的世界。还是要踏踏实实刷GMAT啊哈哈哈。伦敦城景当然自动加半星。Rachel姑娘永远是时间旅行者的妹子，超爱她哈哈哈。,1639
The E,3.5  剧情中规中矩，视觉特效很出彩。又是一部衬托钢铁侠的超级英雄电影，一个傲慢的男神，经历人生大起大落，最终走上了救赎与奉献的道路。在这一套路上，恐怕很难再有超越钢铁侠的超级英雄角色了。,1640
Romanée-Conti,我可以无限循环，“放过我吧”,1641
Frances,特效很棒,1642
海之岚,这视觉的想象力太爆棚了，营造的世界酷炫而真实让我陷入其中，电影结束后我走出电影院走到到大街上，大街上的画面和声音迟迟让我有种虚假不真实的感觉，电影的画面才让我感觉如幻如梦又如电一般的真实，当初哈利波特最后几集能有这种视觉想象力，那就完美了,1643
不正经学JIA,纺棉花邪教。,1644
SH3056,假如就以眼所见 可给满分,1645
藤原当绿,看了一半，但相信另一半一定一样好看。找机会再刷吧。,1646
夏天一,漫威大法好！,1647
m3ss,瑞秋果然是时间能力者的收割机,1648
李维斯基维奇,奇异博士的故事告诉我们一个道理，课本要求背全文的课文不能只背名句，考试肯定挑你没背那段出题。另外，买了作弊工具要记得看完说明书,1649
冉笛,喜欢本尼但绝不会迷信。。同样是东西合璧的拼凑包装，个人认为四姑娘的《爵迹》做得更好看,1650
霍克斯Focus,漫威大法好，漫威影业又增添一位超级英雄～,1651
F小星?,除了特技没什么可评价的，哦对了万达IMAX挺好的尤其是爆米花，and卷福嘴唇好润。,1652
Q酱,一群医学硕士博士去看了一场不当医学博士后转行当法师（？）拯救世界的电影,1653
飯团君。,这片就应该去影院看呐，特效牛了X了。,1654
爳南,奇观，经不起仔细推敲的感觉，不喜欢套路阶段的感情戏，成人版哈利波特。,1655
youcat,古一好帅，装扮感觉刺客信条特效好像盗梦空间。博士蜷在门边喃喃我什么都没了的时候真是我见犹怜（这时候又感觉钢铁侠没那么可怜了因为他还有钱（。啊好想看他们CP。卷福在大银幕上真是美颜盛世，连脸都没有那么长了呢，配上胡子真是帅得我不要不要的，难怪小斗篷是个痴汉迷妹属性。,1656
Tia.,好笑好看。不搞事不做作。没有多余的剧情和打斗，最后居然是靠神烦之技取胜大BOSS也是笑死了。,1657
扯-,我觉得这故事基本上是个金庸武侠的套路，完全没有新意。也许欧美观众觉得酷，不就是满足屌丝无敌夙愿吗？然后内容居然也像是抄袭金庸的天龙八部什么的，如少林龙抓手，斗转星移，乾坤大挪移什么的。所谓时间循环，难道不是六道轮回，元神出窍？那战袍不是金庸里神器的选主灵性？吹嘘的高，特效华而不实,1658
Anyee,这个宇宙不是一般的混乱呢,1659
冬天要暖暖的暖,斯文顿女神一万点！结尾好西西弗斯。,1660
麻里熊,法师的嘴炮杠杠滴,1661
马耳他,一次奇幻旅行,1662
Vince,盗梦空间楼啊街道啊对折，这里变万花筒，大家也就还好…,1663
雀斑Frec,故事真的很惨淡，但是创造的无限次元世界确实牛逼。，眼花缭乱之外，可以想见科技发展不光体现在技术上还有人类的想象…,1664
lay_baekhyun,特效完美 但是这位博士 你也太天才了吧 啥事到你手上分分钟就学会了？,1665
西南北,#嘉定横店#3.5/合格的漫威,1666
小白白白白纸,3.5?? ...中二病+特效不要钱系列，特效还蛮解构的，打boss的方式简直泥石流，但剧情真是够单薄,1667
艾小炮,镜中转换和红袍是亮点,1668
神采飞扬,不较真，可以及格。,1669
woaini@浮尘,类似《盗梦空间》的场景很喜欢，片子开头能看到妇联大厦，还有反派感觉太弱了，感觉都没有大的决斗就结束了。,1670
Jayceexu,典型的漫威大片。。。。剧情单一没有亮点。。3星都给视觉效果,1671
芒大大,另一个维度拯救世界的故事。卷福还是那个卷福，故事类似于任何一部超级英雄漫画的第一卜，讲述英雄成长的桥段。最后的彩蛋里，曾经的队友黑化的也太直接了吧。想给三星一般，但是ER女医生，多一星。,1672
水过,不算难看，但也肯定没八分，弱项还是有很多的，比如魔法真是好学，古一前面装逼这么狠，最后死的真容易，反派大boss竟然被一个时间重复的法术给困住了等等，打斗也不算精彩，果然只要在中国影院上映的电影分数是很虚高的,1673
Funny \,真的让人脑洞大开，音效加上空间轮转，真的让人沉醉其中。只是可惜，打斗的场面，没有太多绚丽的场面。感觉追逐戏有点多，但是配上轮转的空间还是值得的。也一贯的延续了漫威的幽默风格。最后，本尼迪克特走向光明的背景真的是帅呆了。只是古一的死亡太过于简单没有令人惊心动魄的战斗，结局也是。,1674
leithaedan,漫威作品的质量稳定性真让人惊叹,1675
NICOLE,画面是唯一的看点 剧情什么的太弱智,1676
倁乌,康斯坦丁不服。,1677
毒岛百合子,我们漫威真是太可爱啦 特效是真的很好看啦非常炫 带女朋友去看很适合 但主线剧情感觉随意了点 超级期待下一部有我们小雷神小洛基呀~,1678
Sarah,聪明会让你变得出色，而接受失败让你变得伟大。,1679
呆萌小二货,大boss居然是被烦死的,1680
庸爻儿,12.11.2016 | @ Regal Cinemas Ballston Common 12 | 和Dom | 三星半，BC还是够帅的，就是剧情太简单，这是在唬小孩呢！看的我一脸尴尬。只能等妇联啦。,1681
willow,西西弗斯的围小胜利,1682
Esme,第一次看4Dx，片子挺好看，有搞笑有视觉冲击，BC演的挺好~就是4d弄的我有点晕……,1683
qi神马,特效好棒，果然只有IMAX可以爽到，但依旧看不全本尼的脸哈哈哈。用魔法好帅，在各个时空穿梭的时候也是忽悠忽悠的，在家也要画圈圈…这个特效做得真是，值了我坐了一个小时的车…,1684
挲丌,女神一出场就帅炸了！！！我的少女心！！！,1685
凨子,故事一般，但是绝对是年度最后也是唯一一场视觉盛宴！——此片必拿2016奥斯卡最佳视觉奖！！,1686
羊趴|移师鱼狮,画面太赏心了。,1687
小璘,對於時間以及一些靈體有很深刻的體驗，算是奇妙的個人體驗所以跟其他人說的時候他們都不會信，不過撇開這些不講，古一能控制黑暗部份進而吸取她是因為心智成熟，知道黑暗力量本身的可怕性，但不老實告訴學生們這個真理也是缺陷之一，有些創意，整體還是偏向漫威式發展的劇情跟結局....,1688
L@?aine,特效炫，但是作为一群法师他们为什么钟情于物理伤害,1689
小鱼脆饼,还不错。奇异空间。,1690
Apollo,情节没意思，有的笑点也很僵硬，不过特效真心是酷炫……很好奇这么复杂的模型和动画是怎么做的……冲这个特效多打点星……,1691
大成,依旧逃不脱彩蛋比正片精彩的魔咒,1692
青玉,法术非常炫酷。,1693
Przypadek,只有带着气罐边看边吸才不浪费每一分票钱,1694
詹芹芹,视效厉害的叫人忘记了剧情！当年看盗梦空间觉得已经够牛逼了这个片子简直就是梦了一个半小时嘛,1695
米曹,太神神叨叨了…??作为坚定的固执的唯物主义者打心眼底就觉得他们说的做的都是bullshit也就没办法好好欣赏电影了…,1696
一匹马赛克,三星半 意外的流畅 也意外的无趣 作为一个全球性商业大片能做到这个老少咸宜且没有大纰漏的水平 漫威一步一步走的真稳,1697
linsang,耍花枪一个后空翻~,1698
冻冻2285,with 老爸老妈,1699
kenn,时空变幻的特效无比酷炫，大片还看超级英雄,1700
电影缺氧,约克市电影院,1701
mrs.myself,特效太炫，看晕了,1702
1990/9/1,看到了期待中的特效！很开心！小斗篷可萌！女神可帅！,1703
Gepanchou,漫威新！片！头！电影画面够！做！片！头！了！图书馆里的gag真的太中我的点了，only WANG？like，adele，drake....Eminem？还有beyonce！try！打BOSS没有用打的，根本就是dr的一百种死法。then，彩蛋锤子喝啤酒笑死，then诸神回归博士要参一脚了。w彩蛋直接跳第二部反派。PS，又一颗无限宝石啊！！！,1704
二宝叶,几点感想，1，手抖就不要用手动刮胡刀了，用电动吧，对脸好；2，这个电影就是邪教对抗邪教，最后终极大boss被男主人公烦死，把小弟给吸光了，3，好想找个ancient one 一样的瑜伽老师来教我形体，顺便冥想洗洗脑,1705
沙漏之瞳,拔叔稍微有点弱 女王简直超级棒 卷福终于开启好莱坞超A巨制之旅值得庆贺。。故事咱就扔一边吧 没什么特别的部分。。但视效 我觉得在过往的观影印象中没有过这样的效果体验 这万花筒般的天旋地转简直太流弊了！！！最后 漫威式月光宝盒或说伊邪那美的梗 相当受用！,1706
卢天白,3D 表达边界前进一尺。,1707
五谷丰登加无言,只有特效能看,1708
重光,厌烦男主角的福尔摩斯，但这个角色无涉。刻画人物一贯的好莱坞童话大男孩形象，特技的路线倒是别具一格，可这个人物的存在简直就是编剧的噩梦。各种反转穿越，一集罢了，要是多几部续集，编剧要死的心都有了吧,1709
科学家种太阳,建议看4D，避开儿童场，伦敦-纽约-香港，全程炸裂。不过剧情没啥内涵，就是一个得了绝症的西医终于在神秘的尼泊尔找到了中医之神并拯救了全人类的真实故事。,1710
Anyphant,东方神秘主义传销？搞得四不像，全程觉得傻,1711
哇啦蘑菇蕾丝,盗梦空间里的time loop，漫威宇宙再次扩展，片头动画是已出现的漫威人物画面拼接，多年下来，就算套路到疲劳过度，也得赞一下漫威宇宙铺垫得厚实。真是看不够我的tilda，论女神，我只有她一个。看评论，很切实地感觉到对漫威宽容对dc刻薄，不理解为什么会这样。,1712
k-pax,时间超人，在烧鹅铺前送走恶敌，哼哼,1713
林言四,视觉效果爆屏,1714
德尔基西奥,典型漫威风格，目前视觉效果最好的一部？,1715
冬木,视觉效果结合盗梦空间和21世纪环游太空的特点，令人炫目，而本尼，蒂尔达，瑞秋的演出在动作片中十分出彩。,1716
Aliceandsue,漂亮的特效,1717
谷城,画个圈圈传送你！,1718
四月物语,视效还行吧 预告那点花哨有了 故事太简单 博士的转变太快,1719
十六,特效imba,1720
Magdalene,形式大过内容,1721
dear_rt,真心讲有点小失望。特效和脑洞都不错，但是剧情还是有点弱，最后不知怎么滴就把反派赶跑了，简直不能再和谐了嘛。有一些笑点和梗效果不错，Rachel很甜。,1722
eklim,福尔摩斯大战汉尼拔,1723
whoph,特别适合科学教狂人们看,1724
埃蘭迪爾,特效太过突出于是脑内都是星际穿越和盗梦空间，博士打通任督六脉也太简单了吧，幸好我是个魔法控，片头被唐尼的钢铁侠帅到。,1725
C七小姐,神婆神功萨满太太中医武当神神叨叨,1726
Treeman,卷福为了角色把伦敦腔都快改没了，这才是演员。满满笑点的漫威系列，我果然是卷福迷妹，完全陷入。,1727
伟大的库布里克,漫威新的人物，新的拍摄手法，蛮好，结尾有彩蛋。,1728
kyou,visual 真的赞,1729
可以吸的美丽,我好昏,1730
色狼猫,只想知道那个斟茶倒水的长发小哥是谁演的。。。,1731
添衣,去中国巨幕看的，特效确实好,1732
杏花君,一起看过的的第二部电影。,1733
瓦楞匙,漫威大法好,1734
terf,突然觉得漫威没什么吸引力了...,1735
蘑菇与木棉花,华丽丽的伦敦折叠?大披风酷炫的卷福=三星,1736
、Cory,空间扭转特效加成，剧情没有意外的套路，作为法师还是觉得比美队好看，虽然有种蜜汁邪教气息，你就说你们组织是不是叫提瑞斯法议会吧┑(￣Д ￣)┍。 HKY/GC/GCW,1737
路人乙,第一打坏东西要记得修差不多就得了，第二开车不要玩手机，第三单出3D的片子大部分都是骗钱的，第四买国语版的票也觉得有点后悔了。,1738
过寒无忌,好看~~~~,1739
fayr,很有趣，喜欢灵魂出窍边打斗边做手术的设计，喜欢花心贴心的斗篷，很合适的奇异，很帅气的古一，喜欢画圈圈偷书看，喜欢多次元万花筒……多一星是给扩展尝试的创造力和新意。少一星是导演为什么剪这么急，很多地方刚有感觉就嘎然而止。期待第二部，继续发挥魔法，but导演把控深入的能力要加强,1740
铁志,惊人的想象力，不只是盗梦空间的升级版，东方古老哲学的调调在特效的辅佐的下拍的灵性壮阔，深入浅出。动作镜头的运用在空间穿梭和酷炫魔法的混搭下极具创意。最欢快的是，影片特别幽默，文戏部分也大有嚼头，台词很赞，卷福和女王蒂尔达的杠杠演技让主角成长的段落很有代入感。一切精准，没有大而不当,1741
Amélie,得知卷福被女主甩了并且双手还坏掉的消息，隔壁的华生暗暗松了一口气。一定要看IMAX版的，屏幕太小的话只看得到卷福的半张脸(>_<),1742
裸奔的芒果,依旧是漫威最拿手的视效炫技，然而这回不再是满屏狂轰滥炸的粉尘污染，改玩玄学造物与时间艺术，盗梦空间里的迷离都市也不过如此了。开挂的奇异博士最后只差喊出“The world”！故事节奏快马加鞭，基本没有给观众思考的时间。不过这也是不同于妇联那种无脑乱斗的一次新尝试吧。反派依然惹得人同情。,1743
单恋侠,视觉效果太棒了，旋转跳跃我不眨眼～～最后之战的胜利方式出乎意料，哈哈！然后主题部分中对自我原本价值观的破坏和重建给予肯定，大概没有更好的选择了，我想。,1744
urnotlauretta,IMAX 3D爽翻了！城市折叠的画面居然比盗梦空间还好玩！！缺爷简直帅得我不要不要的，里面的招数是我看过的漫威里最喜欢的一种了，太好玩了！！最后彩蛋吓我一跳hhhhhhh,1745
巨蟒猫神,Docter烦死了大Boss！要二刷！,1746
堂仔沉迷毛×3,万花筒似的,1747
小馒头.福,视效惊艳~ 这片子最绝杀的超能力是对时间和空间的掌控。博士的这组织，放现实里搞不好就是邪教的节奏哇...蒂尔达帅死了，居然能把那么中二的动作做得那么帅！红斗篷萌萌哒~,1748
???,开车玩手机引发的一系列血案。20161106 @ 中影国际影城巨幕厅 12排20座,1749
宫幽轻缕,哇！,1750
微笑刺客,流水线作品，眼花缭乱,1751
JUMP一番,特效很不错，漫威又创造了一个奇异新世界,1752
渐渐融化的飘雪,不如预期，不过也不坏。看本尼就值回票价，斗篷好可爱啊。,1753
June Witt,一般的片子，跟我的三观不合，特效一般。,1754
光の中に,难看倒是不难看，就是仁波切题材太好笑惹。,1755
黄香蕉,剧情简洁到极点，科学投身魔法这个笑点没怎么发挥好，特效也没有想象的惊艳，像盗梦空间的变种。DC和漫威就差在太端着了，不肯完全放弃逻辑。主题是因果报应，在漫威里比较新颖和符合东方。,1756
抹茶大福君,收尾有点匆匆,1757
冥王星的灯笼裤,卡玛塔基术士专修学校，包教包会，试学三月不收任何费用，毕业大都市包分配。,1758
w,开车不要打电话，红色斗篷的设定帅过兰博基尼～今年看过的最好看的超级英雄电影,1759
轉生術,特效很好莱坞，故事不出彩，无非是漫威拯救世界那一套。剧情在令我晕眩的打斗中戛然而止。男主表演平平，而戏份不多的Rachel却自然有趣，为一大亮点。Tilda容颜不老，光头造型惊艳，表演精准，相当符合角色脱俗气质，气场强大到无法忽视。末段香港部分冗长，循环和时空暂停十分无趣。两星敬两位女主。,1760
半疯子。,又打开了特效世界的大门。,1761
小菲二二,电影好看到词穷！看着跟磕了药一样嗨！此处应当省略一万字！！！只想说我老公又帅出天际了[微笑],1762
惜知猫,有病，看到什么都是药～治好了病就开始拯救世界…,1763
Sapphire海,#祝美颜盛世帅到极致的博士和贴心斗篷幸福# #博士又美又萌又帅又苏# #每一帧特写都是真爱# #全程笑点都很多啊哈哈哈哈# #坐等妇联3潮缺铜矿（想太远！#,1764
逢步必顶,都说了一百次了不要边开车边看手机啊,1765
杀手里昂Leon,极少数的刚看完第一部就已经开始期待续集的超级英雄电影了。温馨提示：电影字幕出来之后先别急着走，有俩彩蛋。,1766
ellen's sis.,特效好评、就是中间一段转来转去看多了有点晕。最后五星为了Tilda，太喜欢她了。开车不能玩手机！iphone再智能也不行！,1767
时生,特效爆裂，剧情暴毙，还我妹妹。（那你还打4星）,1768
乌突突,哈哈挺好玩的 美国科幻还要什么脑 就是炫酷 彩蛋很可爱 双彩蛋！,1769
月球漫舞者,依然是爆米花式不痛不痒的“想象力”，没有任何让人惊喜的地方。不过还是比现在漫威其他严重同质化的英雄属性有趣多了。,1770
P_Unicorn,boss被烦跑的。,1771
白云拜拜拜,This is not doctor who.,1772
阿帕奇直升机,特效好酷炫！,1773
Matzka,三星半吧,1774
porkpork,应该是唯一一部和我的世界观吻合的漫威电影，所以很喜欢。,1775
fifi小姐,厉害了我的漫威！除了眼花缭乱的特效，最厉害的是凭空自创了一套包含时间空间等包含世界终极奥义的逻辑，竟然还不矛盾！好喜欢这种瞎说一通还让人信以为真的电影剧本！,1776
夜行,镜像世界的追逐戏满分，卷福演技挺到位，就是剧情有点虎头蛇尾，积家的表有穿帮镜头，被打碎的时候是三针表，后来变成了月相表。ps.下一部可以去盗梦了,1777
暗,就看个特效,1778
零度倾斜,確實和其他簡單粗暴的漫威系列不一樣，驚喜加入東方佛教冥想和精神控制的玄妙理論，Tilda女神都那麼主流了，這個世界離全球爆米花還遠嗎？ 喜歡裡面的台詞「我們從來趕不走心魔，只是找到方式與它共處。」,1779
马古斯,不错，至少感觉不错，就是太短了,1780
芳心暗许,视觉效果真的很棒！不过打反派也太简单了，简直就是无限循环整死你,1781
Magnum,很好！我居然没有睡着！,1782
金满满.周,中二3D版纪念碑谷，看外国大兄弟入邪教修真,1783
Jeremy,——你永远也赢不了. ——没错，但我输得起 ^ ^,1784
einmal,发现讲sorcery的电影都是英国演员演的，哈利波特、神奇动物、奇异博士... 腐国演员真是对魔法有着不一般的执拗；奇异博士还找到了同是腐国的Tilda和丹麦的汉尼拔大叔，阵容好强大；另外就是关于结局，怎么打败大boss呢？竟然是略带幽默加卖萌的time loop，发现现在口碑好的大片都喜欢用另类的方式结尾,1785
柯德莉·巴托里,我已經沒有別的要求了……這個視覺效果夠我看一年！Tilda女王的折疊空間一出來我都快哭了，我最扛不住這種宏大又有秩序的空間的視覺衝擊。這麼一來，卷福大戰漢尼拔都已經是次要的了……倆彩蛋有點兒意思，就是沒想到黑人大師兄會黑化= =啊啊啊考慮二刷,1786
阿牵牵。,My Scientology movie and the future of after effects (.,1787
LL,感觉像看了卷福版脑洞大开的万万没想到??小斗篷太傲娇??,1788
外蘇whysu,这个卡司阵容强大的可怕，特效非常好！一定要看IMAX啊！可是剧情太弱了！女王的光头和卷福的长脸也无法挽留，但是我依然给四星~,1789
vickey,话好多，差点睡着了……不过多维空间的折叠转换还是很有意思的。,1790
【Kìd〗,这片子告诉我们一个简单的道理：开车不要玩手机！！(credits最后真是这么写的),1791
staticor,1看男主2看特技  别管剧情,1792
